Geneid	X.home.bio.NCL_OV.clean_data.bam_output.HFLS.sh.1.bam	X.home.bio.NCL_OV.clean_data.bam_output.HFLS.sh.3.bam	X.home.bio.NCL_OV.clean_data.bam_output.HFLS.sh.4.bam	X.home.bio.NCL_OV.clean_data.bam_output.HFLS.sh.NC.1.bam	X.home.bio.NCL_OV.clean_data.bam_output.HFLS.sh.NC.2.bam	X.home.bio.NCL_OV.clean_data.bam_output.HFLS.sh.NC.3.bam	gene_name	gene_biotype
31094	ENSG00000232939	0	0	0	0	0	0	NA	lncRNA
31095	ENSG00000232940	0	0	0	0	0	0	HCG25	lncRNA
31096	ENSG00000232943	0	0	0	0	0	0	GGCTP2	processed_pseudogene
31097	ENSG00000232944	0	0	0	0	0	0	NA	processed_pseudogene
31098	ENSG00000232946	0	0	0	0	0	0	RPL35AP20	processed_pseudogene
31099	ENSG00000232947	0	0	0	0	0	0	LINC02543	lncRNA
31100	ENSG00000232948	0	0	0	0	0	0	DEFB130A	protein_coding
31101	ENSG00000232949	0	2	0	0	0	0	NA	lncRNA
31102	ENSG00000232950	0	0	0	0	0	0	ZNF519P1	processed_pseudogene
31103	ENSG00000232951	0	0	0	0	0	0	IPO7P1	processed_pseudogene
31104	ENSG00000232952	30	12	12	32	16	30	NA	processed_pseudogene
31105	ENSG00000232953	0	0	0	0	0	0	HSPA8P18	processed_pseudogene
31106	ENSG00000232954	0	0	0	0	0	0	LINC00374	lncRNA
31107	ENSG00000232956	217	187	198	75	169	142	SNHG15	lncRNA
31108	ENSG00000232958	0	0	0	0	0	0	NA	unprocessed_pseudogene
31109	ENSG00000232959	0	0	0	0	0	0	NA	lncRNA
31110	ENSG00000232963	0	0	0	0	0	0	HMGN2P20	processed_pseudogene
31111	ENSG00000232964	0	0	0	0	0	0	LINC01737	lncRNA
31112	ENSG00000232965	0	0	0	0	0	0	RPS12P18	processed_pseudogene
31113	ENSG00000232968	0	0	0	0	0	0	EIF4EP4	processed_pseudogene
31114	ENSG00000232969	2	0	0	0	0	0	NA	lncRNA
31115	ENSG00000232970	0	0	0	0	0	0	POLHP1	processed_pseudogene
31116	ENSG00000232971	0	0	0	0	0	0	NA	lncRNA
31117	ENSG00000232973	40	92	87	22	25	44	CYP1B1-AS1	lncRNA
31118	ENSG00000232975	0	0	0	0	0	0	MTCO1P57	unprocessed_pseudogene
31119	ENSG00000232976	0	0	0	0	0	0	TRIM60P10Y	processed_pseudogene
31120	ENSG00000232977	66	103	107	117	81	175	LINC00327	lncRNA
31121	ENSG00000232978	0	0	2	0	0	4	NA	lncRNA
31122	ENSG00000232979	0	0	0	0	0	0	NA	processed_pseudogene
31123	ENSG00000232981	0	0	0	0	0	0	MTCO1P51	unprocessed_pseudogene
31124	ENSG00000232982	0	0	0	0	0	0	MTCO1P45	processed_pseudogene
31125	ENSG00000232983	0	0	0	0	0	0	NA	processed_pseudogene
31126	ENSG00000232985	0	0	0	0	0	0	NA	lncRNA
31127	ENSG00000232986	0	0	0	0	0	0	NA	lncRNA
31128	ENSG00000232987	0	0	0	0	0	0	LINC01219	lncRNA
31129	ENSG00000232989	0	0	0	0	0	0	NA	processed_pseudogene
31130	ENSG00000232990	0	0	0	0	0	0	MTATP6P7	unprocessed_pseudogene
31131	ENSG00000232991	0	0	0	0	0	0	GACAT1	lncRNA
31132	ENSG00000232992	0	0	0	0	0	0	AHCYP4	processed_pseudogene
31133	ENSG00000232993	0	0	0	0	0	0	NA	lncRNA
31134	ENSG00000232994	0	0	0	0	0	0	RPL7P14	processed_pseudogene
31135	ENSG00000232995	4	1	11	7	10	8	RGS5	lncRNA
31136	ENSG00000232998	0	0	0	0	0	0	VPS13A-AS1	lncRNA
31137	ENSG00000232999	0	0	0	0	0	0	NA	unprocessed_pseudogene
31138	ENSG00000233002	0	0	0	0	0	0	TBC1D26-AS1	lncRNA
31139	ENSG00000233003	0	0	0	0	0	0	CICP26	unprocessed_pseudogene
31140	ENSG00000233005	0	0	0	0	0	0	NA	lncRNA
31141	ENSG00000233006	0	11	18	13	20	8	MIR3936HG	lncRNA
31142	ENSG00000233007	1	0	0	0	0	0	UBTFL11	processed_pseudogene
31143	ENSG00000233008	2	4	0	2	0	6	LINC01725	lncRNA
31144	ENSG00000233009	0	0	0	0	0	0	NALCN-AS1	lncRNA
31145	ENSG00000233010	0	0	0	0	0	0	RPEP4	processed_pseudogene
31146	ENSG00000233011	0	0	0	0	0	0	SLC9A3P1	processed_pseudogene
31147	ENSG00000233012	0	0	0	0	0	0	HDAC1P2	transcribed_processed_pseudogene
31148	ENSG00000233013	2	10	9	0	1	2	FAM157B	transcribed_unprocessed_pseudogene
31149	ENSG00000233014	0	0	0	0	0	0	TBC1D3P7	unprocessed_pseudogene
31150	ENSG00000233015	0	0	0	0	0	0	SLC25A6P1	processed_pseudogene
31151	ENSG00000233016	1055	1735	1977	1110	1407	1056	SNHG7	lncRNA
31152	ENSG00000233017	0	0	0	0	0	0	NA	lncRNA
31153	ENSG00000233018	0	0	0	0	0	0	NA	processed_pseudogene
31154	ENSG00000233020	0	0	0	0	0	0	CHORDC1P5	processed_pseudogene
31155	ENSG00000233021	0	0	1	0	0	0	NA	lncRNA
31156	ENSG00000233024	42	45	32	15	27	37	NPIPA9	protein_coding
31157	ENSG00000233025	0	0	0	0	0	0	CRYZP1	processed_pseudogene
31158	ENSG00000233026	0	0	0	0	0	0	MTCO1P5	processed_pseudogene
31159	ENSG00000233028	1	0	0	0	0	3	NA	processed_pseudogene
31160	ENSG00000233029	0	2	2	2	2	0	NA	lncRNA
31161	ENSG00000233030	12	10	9	6	12	19	NA	lncRNA
31162	ENSG00000233031	0	0	0	0	0	0	NA	processed_pseudogene
31163	ENSG00000233033	1	0	2	7	1	4	CASK-AS1	lncRNA
31164	ENSG00000233036	0	0	0	0	0	0	KRTAP8-2P	unprocessed_pseudogene
31165	ENSG00000233037	2	0	0	0	0	0	NA	processed_pseudogene
31166	ENSG00000233038	0	0	0	0	0	0	PTPRN2-AS1	lncRNA
31167	ENSG00000233039	0	0	0	0	0	0	MTND5P30	processed_pseudogene
31168	ENSG00000233040	0	2	1	0	0	0	FAM204BP	processed_pseudogene
31169	ENSG00000233041	0	0	0	0	0	0	PHGR1	protein_coding
31170	ENSG00000233044	0	0	0	0	0	0	NA	lncRNA
31171	ENSG00000233045	6	6	7	0	3	0	RPL15P5	processed_pseudogene
31172	ENSG00000233047	0	0	0	0	0	0	LINC01677	lncRNA
31173	ENSG00000233048	0	0	0	0	0	0	LINC01722	lncRNA
31174	ENSG00000233050	0	0	0	0	0	0	DEFB130B	protein_coding
31175	ENSG00000233052	0	0	0	0	0	0	NA	lncRNA
31176	ENSG00000233055	1	2	1	0	1	8	NA	processed_pseudogene
31177	ENSG00000233056	0	2	0	4	4	0	ERVH48-1	protein_coding
31178	ENSG00000233057	2	2	0	0	1	1	EEF1A1P14	processed_pseudogene
31179	ENSG00000233058	30	35	61	52	25	36	LINC00884	lncRNA
31180	ENSG00000233060	0	0	1	0	2	0	NA	lncRNA
31181	ENSG00000233061	0	0	0	0	0	0	TTLL7-IT1	lncRNA
31182	ENSG00000233063	0	0	0	0	0	0	SAR1AP4	processed_pseudogene
31183	ENSG00000233064	0	0	2	0	0	0	NA	lncRNA
31184	ENSG00000233067	0	0	0	0	0	0	PTCHD1-AS	lncRNA
31185	ENSG00000233068	0	0	0	0	0	0	NA	lncRNA
31186	ENSG00000233069	1	2	0	1	0	0	NA	lncRNA
31187	ENSG00000233070	0	0	0	0	0	0	ZFY-AS1	lncRNA
31188	ENSG00000233071	0	0	0	0	0	0	RPSAP59	processed_pseudogene
31189	ENSG00000233072	0	2	0	0	0	0	RPS15AP6	processed_pseudogene
31190	ENSG00000233073	0	0	2	0	0	0	GRM3-AS1	lncRNA
31191	ENSG00000233077	17	19	11	27	10	8	LINC01271	lncRNA
31192	ENSG00000233078	0	0	0	0	0	0	NA	lncRNA
31193	ENSG00000233079	0	0	0	0	0	0	LINC01755	lncRNA
31194	ENSG00000233080	0	0	0	0	0	0	LINC01399	transcribed_processed_pseudogene
31195	ENSG00000233081	4	0	0	0	1	0	NA	lncRNA
31196	ENSG00000233082	0	0	0	0	0	0	NA	lncRNA
31197	ENSG00000233083	0	0	0	0	0	0	FTH1P6	processed_pseudogene
31198	ENSG00000233084	1	2	0	6	0	3	RPL23AP25	processed_pseudogene
31199	ENSG00000233085	0	0	0	0	0	5	NA	lncRNA
31200	ENSG00000233086	0	0	0	0	0	0	LNCARSR	lncRNA
31201	ENSG00000233087	9	3	0	10	13	18	RAB6D	protein_coding
31202	ENSG00000233090	0	1	1	2	0	0	NA	unprocessed_pseudogene
31203	ENSG00000233093	0	0	0	0	0	0	LINC00892	lncRNA
31204	ENSG00000233096	0	0	0	0	0	0	NA	lncRNA
31205	ENSG00000233098	14	8	16	0	12	0	CCDC144NL-AS1	lncRNA
31206	ENSG00000233099	0	0	0	0	0	0	NA	lncRNA
31207	ENSG00000233101	753	765	906	450	768	629	HOXB-AS3	lncRNA
31208	ENSG00000233103	0	0	0	0	0	0	NA	lncRNA
31209	ENSG00000233105	0	0	0	0	0	0	NA	unprocessed_pseudogene
31210	ENSG00000233106	0	0	0	0	0	0	RPL12P3	processed_pseudogene
31211	ENSG00000233107	0	0	0	0	0	0	SUCLA2P2	processed_pseudogene
31212	ENSG00000233108	0	0	0	0	0	0	GLCCI1-DT	lncRNA
31213	ENSG00000233109	0	0	0	8	0	0	NA	processed_pseudogene
31214	ENSG00000233110	1	0	0	0	0	0	NA	lncRNA
31215	ENSG00000233111	0	3	0	0	5	5	RAB1C	processed_pseudogene
31216	ENSG00000233114	0	0	0	0	0	0	NA	processed_pseudogene
31217	ENSG00000233115	0	0	0	0	0	0	FAM90A11P	unprocessed_pseudogene
31218	ENSG00000233117	211	178	207	356	258	248	LINC00702	lncRNA
31219	ENSG00000233118	0	0	0	0	0	0	UBE2V1P8	processed_pseudogene
31220	ENSG00000233120	0	0	0	0	0	0	USP9YP15	unprocessed_pseudogene
31221	ENSG00000233121	2	0	2	0	0	2	VN1R20P	unitary_pseudogene
31222	ENSG00000233122	8	14	23	20	15	12	CTAGE7P	processed_pseudogene
31223	ENSG00000233123	0	0	0	0	0	0	LINC01007	lncRNA
31224	ENSG00000233124	0	0	0	0	0	0	LINC00456	lncRNA
31225	ENSG00000233125	0	0	0	0	0	0	ACTBP12	processed_pseudogene
31226	ENSG00000233126	0	0	0	0	0	0	ZNF736P3Y	processed_pseudogene
31227	ENSG00000233128	0	0	0	0	0	0	LINC01794	lncRNA
31228	ENSG00000233129	0	0	0	0	0	0	NA	processed_pseudogene
31229	ENSG00000233131	0	0	2	0	1	0	RPS15AP14	processed_pseudogene
31230	ENSG00000233132	0	0	0	0	0	0	FAM90A3P	unprocessed_pseudogene
31231	ENSG00000233133	0	0	0	0	0	0	NA	unprocessed_pseudogene
31232	ENSG00000233134	0	0	0	0	0	0	MTND3P17	unprocessed_pseudogene
31233	ENSG00000233135	0	0	0	0	0	0	RPS27P18	unprocessed_pseudogene
31234	ENSG00000233136	0	0	0	0	0	0	USP17L11	protein_coding
31235	ENSG00000233138	0	0	0	0	0	0	NA	lncRNA
31236	ENSG00000233139	0	0	0	0	0	0	NA	processed_pseudogene
31237	ENSG00000233143	16	3	19	8	30	2	DIRC3-AS1	lncRNA
31238	ENSG00000233144	0	0	3	0	0	0	NA	lncRNA
31239	ENSG00000233145	0	0	0	0	0	0	NA	lncRNA
31240	ENSG00000233146	0	0	0	0	0	0	BPIFB5P	unitary_pseudogene
31241	ENSG00000233148	0	1	0	2	0	0	SYF2P2	processed_pseudogene
31242	ENSG00000233153	0	0	1	0	0	0	UBE2E2-AS1	lncRNA
31243	ENSG00000233154	0	0	0	0	0	0	LINC01762	lncRNA
31244	ENSG00000233155	3	4	5	5	4	7	HMGA1P8	processed_pseudogene
31245	ENSG00000233156	0	0	0	0	0	0	HSFY8P	unprocessed_pseudogene
31246	ENSG00000233157	0	0	0	0	0	0	NA	processed_pseudogene
31247	ENSG00000233158	0	0	0	0	0	0	RPS24P6	processed_pseudogene
31248	ENSG00000233159	0	0	0	0	0	0	RPL31P16	processed_pseudogene
31249	ENSG00000233162	0	0	0	0	0	0	MORF4L1P6	processed_pseudogene
31250	ENSG00000233163	0	0	1	2	0	0	RPS12P17	processed_pseudogene
31251	ENSG00000233167	0	0	0	0	0	0	EEF1A1P26	processed_pseudogene
31252	ENSG00000233170	6	9	19	22	7	12	NA	processed_pseudogene
31253	ENSG00000233173	0	0	0	0	0	0	VN1R34P	unitary_pseudogene
31254	ENSG00000233175	0	4	2	0	0	0	NA	lncRNA
31255	ENSG00000233176	0	0	0	0	0	0	OR7E157P	unprocessed_pseudogene
31256	ENSG00000233178	1	2	0	3	4	10	NA	lncRNA
31257	ENSG00000233179	0	0	3	0	0	0	NA	lncRNA
31258	ENSG00000233183	0	0	0	0	0	0	NA	lncRNA
31259	ENSG00000233184	165	192	140	59	91	84	NA	lncRNA
31260	ENSG00000233186	0	0	0	0	0	0	KLF4P1	processed_pseudogene
31261	ENSG00000233189	0	0	2	0	0	0	RPL12P29	processed_pseudogene
31262	ENSG00000233190	1	0	0	0	0	0	RPS24P13	processed_pseudogene
31263	ENSG00000233191	2	0	2	0	2	0	NA	lncRNA
31264	ENSG00000233193	0	0	0	0	0	0	NA	lncRNA
31265	ENSG00000233196	0	0	4	8	0	2	NA	processed_pseudogene
31266	ENSG00000233197	0	0	0	0	0	0	TMEM256P1	processed_pseudogene
31267	ENSG00000233198	16	21	37	20	14	15	RNF224	protein_coding
31268	ENSG00000233200	0	0	0	0	2	0	LINC02634	lncRNA
31269	ENSG00000233203	0	2	0	0	0	4	DHCR24-DT	lncRNA
31270	ENSG00000233204	0	0	0	0	0	0	MAPRE1P3	processed_pseudogene
31271	ENSG00000233205	10	16	11	6	4	14	WBP1P2	processed_pseudogene
31272	ENSG00000233206	0	0	0	0	0	0	RPS3AP1	processed_pseudogene
31273	ENSG00000233208	0	0	0	0	0	0	LINC00642	lncRNA
31274	ENSG00000233211	0	0	0	0	0	0	GRPEL2P1	processed_pseudogene
31275	ENSG00000233213	2	0	0	0	0	0	KCNJ6-AS1	lncRNA
31276	ENSG00000233214	0	0	0	0	0	0	NA	lncRNA
31277	ENSG00000233215	0	0	0	0	0	0	LINC01687	lncRNA
31278	ENSG00000233216	0	0	0	0	0	0	NA	processed_pseudogene
31279	ENSG00000233217	0	0	0	0	0	0	MROH3P	transcribed_unitary_pseudogene
31280	ENSG00000233219	0	4	0	4	2	0	NA	lncRNA
31281	ENSG00000233220	0	2	0	0	0	1	LINC00167	lncRNA
31282	ENSG00000233221	0	0	0	0	0	0	NA	lncRNA
31283	ENSG00000233222	0	0	0	0	0	0	NA	lncRNA
31284	ENSG00000233223	159	189	154	97	113	221	NA	lncRNA
31285	ENSG00000233225	35	37	56	37	47	58	SSBP3P1	processed_pseudogene
31286	ENSG00000233228	0	0	0	0	0	0	LPCAT2BP	unitary_pseudogene
31287	ENSG00000233229	0	0	7	0	0	0	CNOT7P1	processed_pseudogene
31288	ENSG00000233230	12	10	2	3	10	10	NA	lncRNA
31289	ENSG00000233231	18	11	15	10	20	22	HNRNPA1P49	processed_pseudogene
31290	ENSG00000233232	0	0	2	5	0	0	NPIPB7	protein_coding
31291	ENSG00000233234	0	0	0	0	0	0	NA	lncRNA
31292	ENSG00000233235	0	0	0	0	0	0	NA	unprocessed_pseudogene
31293	ENSG00000233236	0	0	0	0	0	0	LINC02573	lncRNA
31294	ENSG00000233237	356	380	386	254	238	338	LINC00472	lncRNA
31295	ENSG00000233238	0	0	0	0	0	0	DEFA9P	unprocessed_pseudogene
31296	ENSG00000233242	0	0	1	0	0	0	NA	lncRNA
31297	ENSG00000233243	0	0	0	0	0	0	VKORC1P1	processed_pseudogene
31298	ENSG00000233246	0	0	1	0	0	0	PHC2-AS1	lncRNA
31299	ENSG00000233247	63	64	88	40	41	73	UBE2E4P	processed_pseudogene
31300	ENSG00000233248	0	0	0	0	0	0	MTND6P9	processed_pseudogene
31301	ENSG00000233250	0	0	0	0	0	0	NA	lncRNA
31302	ENSG00000233251	161	176	193	94	187	124	NA	lncRNA
31303	ENSG00000233252	0	0	0	0	0	0	CRIP1P1	processed_pseudogene
31304	ENSG00000233254	6	16	17	6	9	10	RPL21P134	processed_pseudogene
31305	ENSG00000233256	0	0	0	0	0	0	NA	lncRNA
31306	ENSG00000233258	0	0	0	0	0	0	NA	lncRNA
31307	ENSG00000233259	0	0	0	0	0	0	FABP3P2	processed_pseudogene
31308	ENSG00000233260	0	0	0	0	0	0	RPSAP63	processed_pseudogene
31309	ENSG00000233261	0	0	3	0	0	4	FAM238A	transcribed_unprocessed_pseudogene
31310	ENSG00000233262	0	0	0	0	0	0	NA	lncRNA
31311	ENSG00000233263	0	0	0	0	0	0	CAPZA1P4	processed_pseudogene
31312	ENSG00000233264	0	0	0	0	0	1	NA	processed_pseudogene
31313	ENSG00000233266	9	2	9	3	8	11	HMGB1P31	processed_pseudogene
31314	ENSG00000233268	0	0	0	0	0	0	NA	processed_pseudogene
31315	ENSG00000233270	44	47	61	3	53	23	SNRPEP4	processed_pseudogene
31316	ENSG00000233271	0	0	0	0	0	0	NA	lncRNA
31317	ENSG00000233272	0	0	0	0	0	0	PNPT1P2	processed_pseudogene
31318	ENSG00000233273	0	0	0	0	0	0	AMMECR1LP1	processed_pseudogene
31319	ENSG00000233275	1	2	8	1	0	2	NA	processed_pseudogene
31320	ENSG00000233276	7373	8212	11484	5249	8712	6890	GPX1	protein_coding
31321	ENSG00000233277	0	0	0	0	0	0	LINC01728	lncRNA
31322	ENSG00000233278	0	0	0	0	0	0	RPS26P2	processed_pseudogene
31323	ENSG00000233285	0	0	0	0	0	0	MTCYBP10	unprocessed_pseudogene
31324	ENSG00000233286	4	0	0	0	0	0	MTND3P10	processed_pseudogene
31325	ENSG00000233287	0	0	0	0	0	0	NA	processed_pseudogene
31326	ENSG00000233288	0	0	0	0	0	0	NA	lncRNA
31327	ENSG00000233290	0	0	0	0	0	0	NA	lncRNA
31328	ENSG00000233291	0	0	0	0	0	0	RPL7AP61	processed_pseudogene
31329	ENSG00000233292	0	0	0	2	0	0	NA	processed_pseudogene
31330	ENSG00000233293	0	0	0	0	0	0	NA	lncRNA
31331	ENSG00000233295	0	0	0	1	0	0	FAM90A20P	unprocessed_pseudogene
31332	ENSG00000233296	2	2	1	0	1	2	TMEM18-DT	lncRNA
31333	ENSG00000233297	40	31	31	36	35	39	RASA4DP	unprocessed_pseudogene
31334	ENSG00000233299	0	0	0	0	0	0	HIGD1AP4	processed_pseudogene
31335	ENSG00000233300	0	0	0	0	0	0	EIF4A1P1	processed_pseudogene
31336	ENSG00000233301	0	0	0	0	0	0	OR4C14P	unprocessed_pseudogene
31337	ENSG00000233303	0	0	0	0	0	2	XXYLT1-AS1	lncRNA
31338	ENSG00000233304	0	0	0	0	0	0	LINC01346	lncRNA
31339	ENSG00000233306	0	0	0	0	0	0	TRGV2	TR_V_gene
31340	ENSG00000233307	0	0	0	0	0	0	SRSF3P6	processed_pseudogene
31341	ENSG00000233308	0	0	0	1	0	2	OSTN-AS1	lncRNA
31342	ENSG00000233309	0	0	0	0	0	0	RPS6P12	processed_pseudogene
31343	ENSG00000233311	0	0	0	0	0	0	MTCO1P54	processed_pseudogene
31344	ENSG00000233313	0	0	0	0	0	0	HMGA1P5	processed_pseudogene
31345	ENSG00000233316	0	0	0	0	0	0	DSCR10	lncRNA
31346	ENSG00000233318	0	0	0	0	0	0	RPL31P45	processed_pseudogene
31347	ENSG00000233319	0	0	0	0	2	2	PPIAP32	processed_pseudogene
31348	ENSG00000233321	0	6	0	0	0	0	LINC02669	lncRNA
31349	ENSG00000233324	0	0	0	0	0	0	EEF1A1P34	processed_pseudogene
31350	ENSG00000233325	34	47	61	24	35	27	MIPEPP3	transcribed_unprocessed_pseudogene
31351	ENSG00000233327	2	0	0	2	0	2	USP32P2	transcribed_unprocessed_pseudogene
31352	ENSG00000233328	187	92	101	78	189	150	PFN1P1	processed_pseudogene
31353	ENSG00000233329	0	0	0	0	0	0	RPS16P3	processed_pseudogene
31354	ENSG00000233330	5	12	4	6	15	14	NA	lncRNA
31355	ENSG00000233332	0	0	0	0	0	0	NA	lncRNA
31356	ENSG00000233333	0	0	0	0	0	0	RNFT1P2	processed_pseudogene
31357	ENSG00000233334	0	0	0	0	0	0	FAM53B-AS1	lncRNA
31358	ENSG00000233335	0	0	0	0	0	0	RPL36AP14	processed_pseudogene
31359	ENSG00000233336	0	0	0	0	0	0	NA	lncRNA
31360	ENSG00000233337	6	9	2	6	8	7	UBE2FP3	processed_pseudogene
31361	ENSG00000233338	0	0	0	0	0	0	TLR8-AS1	lncRNA
31362	ENSG00000233339	0	0	0	0	0	0	NA	lncRNA
31363	ENSG00000233340	0	1	0	0	0	0	NA	lncRNA
31364	ENSG00000233342	0	0	0	0	0	0	NA	lncRNA
31365	ENSG00000233343	0	0	0	0	0	0	ATP6V1G1P4	processed_pseudogene
31366	ENSG00000233347	1	0	0	1	1	7	ERP29P1	processed_pseudogene
31367	ENSG00000233349	0	0	0	0	4	2	LINC00333	lncRNA
31368	ENSG00000233351	0	0	0	0	0	2	NA	lncRNA
31369	ENSG00000233352	0	0	0	0	0	0	NA	unprocessed_pseudogene
31370	ENSG00000233353	0	0	0	0	0	0	RPS7P9	processed_pseudogene
31371	ENSG00000233354	0	0	0	0	0	0	LINC00028	lncRNA
31372	ENSG00000233355	0	0	0	0	0	0	CHRM3-AS2	lncRNA
31373	ENSG00000233357	0	1	0	0	0	0	RPL30P15	processed_pseudogene
31374	ENSG00000233358	0	0	0	0	0	0	NA	lncRNA
31375	ENSG00000233359	0	0	0	0	0	0	NA	lncRNA
31376	ENSG00000233360	2	9	2	0	17	14	PDXP-DT	lncRNA
31377	ENSG00000233363	0	0	0	0	0	0	NA	lncRNA
31378	ENSG00000233365	0	0	0	0	0	0	NA	lncRNA
31379	ENSG00000233366	0	0	0	0	0	0	ZNF90P2	processed_pseudogene
31380	ENSG00000233367	0	0	0	1	0	0	NA	lncRNA
31381	ENSG00000233369	562	725	763	872	780	1156	GTF2IP4	transcribed_processed_pseudogene
31382	ENSG00000233370	0	0	0	0	0	0	ACTR1AP1	processed_pseudogene
31383	ENSG00000233372	0	0	0	0	0	0	NA	lncRNA
31384	ENSG00000233376	0	0	0	0	0	0	NA	lncRNA
31385	ENSG00000233377	0	1	0	0	0	0	MTND4P20	processed_pseudogene
31386	ENSG00000233378	0	0	0	0	0	0	USP9YP34	unprocessed_pseudogene
31387	ENSG00000233379	0	0	0	0	0	0	NA	lncRNA
31388	ENSG00000233380	0	0	0	0	0	0	RPS2P48	processed_pseudogene
31389	ENSG00000233381	12	41	25	21	53	43	AK4P3	protein_coding
31390	ENSG00000233382	20	19	26	11	10	20	NKAPP1	transcribed_processed_pseudogene
31391	ENSG00000233383	1	0	0	0	0	0	NA	processed_pseudogene
31392	ENSG00000233384	72	62	78	17	55	63	CNIH3-AS2	lncRNA
31393	ENSG00000233385	0	0	0	0	0	0	MTCO3P8	unprocessed_pseudogene
31394	ENSG00000233387	0	2	0	0	0	0	IATPR	lncRNA
31395	ENSG00000233388	0	0	0	0	0	0	NA	processed_pseudogene
31396	ENSG00000233392	0	0	0	0	0	0	UICLM	lncRNA
31397	ENSG00000233393	0	0	0	0	0	0	NA	lncRNA
31398	ENSG00000233395	0	0	0	0	0	0	LINC00841	lncRNA
31399	ENSG00000233396	10	21	14	17	13	2	LINC01719	lncRNA
31400	ENSG00000233397	6	2	0	0	0	4	NA	lncRNA
31401	ENSG00000233399	0	0	0	0	0	0	LINC01648	lncRNA
31402	ENSG00000233401	0	0	0	0	0	0	PRKAR1AP1	processed_pseudogene
31403	ENSG00000233402	0	0	0	0	0	0	TARDBPP1	processed_pseudogene
31404	ENSG00000233403	0	0	0	0	0	0	NA	lncRNA
31405	ENSG00000233405	0	0	0	0	0	0	LINC01046	lncRNA
31406	ENSG00000233406	0	0	2	3	5	0	NA	processed_pseudogene
31407	ENSG00000233407	0	0	0	0	0	0	NA	lncRNA
31408	ENSG00000233408	0	0	0	0	0	0	NA	lncRNA
31409	ENSG00000233409	0	0	0	2	0	0	FANK1-AS1	lncRNA
31410	ENSG00000233410	0	0	0	0	0	0	LINC01222	lncRNA
31411	ENSG00000233411	0	0	0	0	0	0	NA	lncRNA
31412	ENSG00000233412	0	0	0	0	0	0	OR5H15	protein_coding
31413	ENSG00000233415	0	0	0	0	0	0	NA	lncRNA
31414	ENSG00000233416	0	4	0	0	0	0	RPS25P3	processed_pseudogene
31415	ENSG00000233417	0	0	0	0	0	0	NA	lncRNA
31416	ENSG00000233419	0	0	0	0	0	0	IFITM3P7	processed_pseudogene
31417	ENSG00000233420	0	0	0	0	0	0	NA	lncRNA
31418	ENSG00000233421	0	0	0	0	0	0	LINC01783	lncRNA
31419	ENSG00000233423	0	0	0	0	0	0	NA	lncRNA
31420	ENSG00000233424	0	0	0	0	0	0	NA	lncRNA
31421	ENSG00000233425	0	0	0	0	0	0	KRT18P67	processed_pseudogene
31422	ENSG00000233426	681	496	507	494	537	483	EIF3FP3	processed_pseudogene
31423	ENSG00000233427	0	0	1	0	0	0	NA	lncRNA
31424	ENSG00000233428	0	0	0	0	0	0	PPIAP65	processed_pseudogene
31425	ENSG00000233429	104	116	111	69	81	96	HOTAIRM1	lncRNA
31426	ENSG00000233430	0	0	0	0	0	0	PDE4DIPP3	unprocessed_pseudogene
31427	ENSG00000233431	0	0	0	0	0	0	LINC02596	lncRNA
31428	ENSG00000233432	0	0	0	0	1	0	MTIF2P1	processed_pseudogene
31429	ENSG00000233433	0	0	0	0	0	0	CBLL1P1	processed_pseudogene
31430	ENSG00000233435	0	0	0	1	0	0	AGGF1P2	processed_pseudogene
31431	ENSG00000233436	0	0	2	3	0	6	BTBD18	protein_coding
31432	ENSG00000233437	0	0	0	0	0	0	NA	transcribed_unprocessed_pseudogene
31433	ENSG00000233440	0	0	0	0	0	0	HMGA1P6	processed_pseudogene
31434	ENSG00000233441	0	0	0	0	0	0	CYP2AB1P	transcribed_unitary_pseudogene
31435	ENSG00000233442	0	0	0	0	1	0	PPP6R2P1	unprocessed_pseudogene
31436	ENSG00000233444	0	0	0	0	0	0	NA	processed_pseudogene
31437	ENSG00000233445	0	0	0	0	0	0	RPL17P11	processed_pseudogene
31438	ENSG00000233446	0	0	0	0	0	0	PDK1P2	processed_pseudogene
31439	ENSG00000233447	0	0	0	0	0	0	NA	unprocessed_pseudogene
31440	ENSG00000233448	0	0	0	0	0	0	PMS2P9	transcribed_unprocessed_pseudogene
31441	ENSG00000233449	0	0	0	0	0	0	MTATP6P14	processed_pseudogene
31442	ENSG00000233451	0	0	0	0	0	0	NA	lncRNA
31443	ENSG00000233452	161	134	165	215	219	231	STXBP5-AS1	lncRNA
31444	ENSG00000233454	0	0	0	0	0	0	NA	unprocessed_pseudogene
31445	ENSG00000233455	0	0	0	0	0	0	NA	processed_pseudogene
31446	ENSG00000233456	0	0	0	0	0	0	LINC01077	lncRNA
31447	ENSG00000233457	0	0	0	0	0	1	NA	processed_pseudogene
31448	ENSG00000233459	0	0	0	1	0	1	NA	processed_pseudogene
31449	ENSG00000233460	0	0	0	0	0	0	RPL35AP31	processed_pseudogene
31450	ENSG00000233461	23	21	33	19	14	34	NA	lncRNA
31451	ENSG00000233464	0	0	0	0	0	0	NANOGP11	lncRNA
31452	ENSG00000233467	0	0	2	0	0	0	HAX1P1	processed_pseudogene
31453	ENSG00000233469	2	0	0	4	4	7	ST6GALNAC4P1	processed_pseudogene
31454	ENSG00000233470	0	0	0	0	0	0	NA	lncRNA
